X,Y,OBJECTID,FULLNAME,NAME,ENTRANCENAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,VEHICLEENTRANCE,GREENWAYENTRANCE,PEDESTRIANENTRANCE,PARKINGSTREET,PARKINGLOT,CAMPING
2176780.59698522,726727.86563389,794,Turnipseed Nature Preserve - Hunt Valley Trl Entrance,Turnipseed Nature Preserve,Hunt Valley Trl Entrance,Hunt Valley Entrance,,Wake County,7100 Hunt Valley Trail,"Wendell, NC 27591",https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/turnipseed-nature-preserve,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,
2171816.72633556,728508.26758489,795,Turnipseed Nature Preserve - Pleasant Rd Entrance,Turnipseed Nature Preserve,Pleasant Rd Entrance,Pleasant Rd Entrance,,Wake County,7100 Hunt Valley Trail,"Wendell, NC 27591",https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/turnipseed-nature-preserve,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,
2141421.51908147,809346.263060808,796,Tyler Run Park - Greenway Entrance,Tyler Run Park,Greenway Entrance,,,Town of Wake Forest,"830 Pineview Dr, Wake Forest, NC","830 Pineview Dr, Wake Forest, NC",http://www.wakeforestnc.gov/tyler-run-park.aspx,919-435-9560,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,35.971816,-78.522492,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2141674.86011022,808759.226833314,797,Tyler Run Park - Joyner St Entrance,Tyler Run Park,Joyner St Entrance,,,Town of Wake Forest,"830 Pineview Dr, Wake Forest, NC","830 Pineview Dr, Wake Forest, NC",http://www.wakeforestnc.gov/tyler-run-park.aspx,919-435-9560,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,35.971816,-78.522492,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2067795.66403688,741924.190556139,798,Urban Park - E Circle Dr Entrance,Urban Park,E Circle Dr Entrance,,,Town of Cary,"414 E Chatham Street, Cary, NC","414 E Chatham Street, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/urban-park,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.788604,-78.77203,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2067474.36152989,742211.175546482,799,Urban Park - E Circle Dr Entrance,Urban Park,E Circle Dr Entrance,,,Town of Cary,"414 E Chatham Street, Cary, NC","414 E Chatham Street, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/urban-park,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.788604,-78.77203,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2067618.36222614,742078.314591721,800,Urban Park - E Circle Dr Entrance,Urban Park,E Circle Dr Entrance,,,Town of Cary,"414 E Chatham Street, Cary, NC","414 E Chatham Street, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/urban-park,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.788604,-78.77203,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2067539.93226489,742053.772974148,801,Urban Park - W Circle Dr Entrance,Urban Park,W Circle Dr Entrance,,,Town of Cary,"414 E Chatham Street, Cary, NC","414 E Chatham Street, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/urban-park,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.788604,-78.77203,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2031395.8802093,746307.06991373,802,USA Baseball at Brooks Park - Green Hope School Rd Entrance,USA Baseball at Brooks Park,Green Hope School Rd Entrance,USA Baseball National Training Center,,Town of Cary,"7445 Green Hope School Road, Cary, NC","7445 Green Hope School Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/facilities/usa-baseball-national-training-complex,919-387-5844,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.8022,-78.8923,"Concessions, Gift Shop",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2029623.65475114,744537.616431639,803,USA Baseball at Brooks Park - Green Level Church Rd Entrance,USA Baseball at Brooks Park,Green Level Church Rd Entrance,USA Baseball National Training Center,,Town of Cary,"7445 Green Hope School Road, Cary, NC","7445 Green Hope School Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/facilities/usa-baseball-national-training-complex,919-387-5844,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.8022,-78.8923,"Concessions, Gift Shop",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2030378.45015755,744045.45304589,804,USA Baseball at Brooks Park - Greenway Entrance,USA Baseball at Brooks Park,Greenway Entrance,USA Baseball National Training Center,,Town of Cary,"7445 Green Hope School Road, Cary, NC","7445 Green Hope School Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/facilities/usa-baseball-national-training-complex,919-387-5844,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.8022,-78.8923,"Concessions, Gift Shop",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2109982.90315305,740669.276727393,805,Vallie Henderson Park - Linden Ave Entrance,Vallie Henderson Park,Linden Ave Entrance,,,City of Raleigh,"314 Linden Ave, Raleigh, NC","314 Linden Ave, Raleigh, NC",https://raleighnc.gov/places/vallie-henderson-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.78447038,-78.62908268,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2098284.57090671,694078.653045312,806,Vance Elementary School Park - Ten Ten Rd Entrance,Vance Elementary School Park,Ten Ten Rd Entrance,,,Wake County Public School System,"8808 Old Stage Rd, Raleigh, NC","8808 Old Stage Rd, Raleigh, NC",http://www.wcpss.net/vancees,(919) 662-2472,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,
2096972.24971247,758388.812482476,807,Varnell Park - Varnell Ave Entrance,Varnell Park,Varnell Ave Entrance,,,City of Raleigh,"2104 Varnell Ave, Raleigh, NC","2104 Varnell Ave, Raleigh, NC",https://raleighnc.gov/places/varnell-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,35.83347449,-78.67276842,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2067782.52823639,753684.992493808,808,Veterans Freedom Park - N Harrison Ave Entrance,Veterans Freedom Park,N Harrison Ave Entrance,,,Town of Cary,"1517 N Harrison Ave, Cary, NC","1517 N Harrison Ave, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/veterans-freedom-park,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2067821.67087464,753999.8189639,809,Veterans Freedom Park - Pedestrian Entrance,Veterans Freedom Park,Pedestrian Entrance,,,Town of Cary,"1517 N Harrison Ave, Cary, NC","1517 N Harrison Ave, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/veterans-freedom-park,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2066967.0984368,753550.474718228,810,Veterans Freedom Park - Pedestrian Entrance,Veterans Freedom Park,Pedestrian Entrance,,,Town of Cary,"1517 N Harrison Ave, Cary, NC","1517 N Harrison Ave, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/veterans-freedom-park,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2051238.91827905,695679.354896396,811,Veterans Park - Bikram Dr Entrance,Veterans Park,Bikram Dr Entrance,,,Town of Holly Springs,"600 Bikram Dr., Holly Springs, NC","600 Bikram Dr., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=336,(919) 557-9600,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,35.662686,-78.827575,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2051467.38206097,696693.612054229,812,Veterans Park - Pedestrian Entrance,Veterans Park,Pedestrian Entrance,,,Town of Holly Springs,"600 Bikram Dr., Holly Springs, NC","600 Bikram Dr., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=336,(919) 557-9600,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,35.662686,-78.827575,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2051008.04866205,696503.850950807,813,Veterans Park - Pedestrian Entrance,Veterans Park,Pedestrian Entrance,,,Town of Holly Springs,"600 Bikram Dr., Holly Springs, NC","600 Bikram Dr., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=336,(919) 557-9600,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,35.662686,-78.827575,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2145033.89341839,808149.495769307,814,Wake Forest Kiwanis Park - E Holding Ave Entrance,Wake Forest Kiwanis Park,E Holding Ave Entrance,,,Town of Wake Forest,"404 E Holding Ave, Wake Forest, NC","404 E Holding Ave, Wake Forest, NC",http://www.wakeforestnc.gov/kiwanis-park.aspx,919-435-9560,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.970094,-78.509999,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2145152.57887655,807961.216618314,815,Wake Forest Kiwanis Park - S Franklin St Entrance,Wake Forest Kiwanis Park,S Franklin St Entrance,,,Town of Wake Forest,"404 E Holding Ave, Wake Forest, NC","404 E Holding Ave, Wake Forest, NC",http://www.wakeforestnc.gov/kiwanis-park.aspx,919-435-9560,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.970094,-78.509999,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2154780.20627481,813057.497764304,816,Wake Forest Reservoir Soft Trails - Greenway Entrance ,Wake Forest Reservoir Soft Trails,Greenway Entrance ,,,Town of Wake Forest,,,https://www.wakeforestnc.gov/parks-recreation-cultural-resources/greenways/trails/wake-forest-reservoir-soft-trails,919-435-9512,,,,Yes,,,,Yes,Yes,,,,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,No,,,,No,Yes,Yes,No,No,
2151167.67084897,808193.562938392,817,Wake Forest Reservoir Soft Trails - Greenway Entrance ,Wake Forest Reservoir Soft Trails,Greenway Entrance ,,,Town of Wake Forest,,,https://www.wakeforestnc.gov/parks-recreation-cultural-resources/greenways/trails/wake-forest-reservoir-soft-trails,919-435-9512,,,,Yes,,,,Yes,Yes,,,,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,No,,,,No,Yes,Yes,No,No,
2150482.74374114,808574.659617141,818,Wake Forest Reservoir Soft Trails - Traditions Grande Blvd Entrance ,Wake Forest Reservoir Soft Trails,Traditions Grande Blvd Entrance ,,,Town of Wake Forest,,,https://www.wakeforestnc.gov/parks-recreation-cultural-resources/greenways/trails/wake-forest-reservoir-soft-trails,919-435-9512,,,,Yes,,,,Yes,Yes,,,,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,Yes,Yes,No,Yes,
2074042.14760688,742485.589367732,819,WakeMed Soccer Park - E Chatham St Entrance,WakeMed Soccer Park,E Chatham St Entrance,,,Town of Cary,"950 E Chatham Street, Cary, NC","950 E Chatham Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Facilities/Sports_Facilities/WakeMed_Soccer_Park.htm,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.790248,-78.753053,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2073074.17414914,742679.071592316,820,WakeMed Soccer Park - E Chatham St Entrance,WakeMed Soccer Park,E Chatham St Entrance,,,Town of Cary,"950 E Chatham Street, Cary, NC","950 E Chatham Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Facilities/Sports_Facilities/WakeMed_Soccer_Park.htm,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.790248,-78.753053,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2125400.3792078,732999.781895816,821,Walnut Creek Softball Complex - Birch Ridge Dr Entrance,Walnut Creek Softball Complex,Birch Ridge Dr Entrance,Walnut Creek Softball Complex,,City of Raleigh,"1201 Sunnybrook Rd, Raleigh, NC","1201 Sunnybrook Rd, Raleigh, NC",https://raleighnc.gov/places/walnut-creek-athletic-complex,919-250-2725,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.76100471,-78.57890733,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2123727.67225139,731999.127729148,822,Walnut Creek Softball Complex - Greenway Entrance,Walnut Creek Softball Complex,Greenway Entrance,Walnut Creek Softball Complex,,City of Raleigh,"1201 Sunnybrook Rd, Raleigh, NC","1201 Sunnybrook Rd, Raleigh, NC",https://raleighnc.gov/places/walnut-creek-athletic-complex,919-250-2725,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.76100471,-78.57890733,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2125165.8107793,730769.774872899,823,Walnut Creek Softball Complex - Greenway Entrance,Walnut Creek Softball Complex,Greenway Entrance,Walnut Creek Softball Complex,,City of Raleigh,"1201 Sunnybrook Rd, Raleigh, NC","1201 Sunnybrook Rd, Raleigh, NC",https://raleighnc.gov/places/walnut-creek-athletic-complex,919-250-2725,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.76100471,-78.57890733,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2123731.00131297,732215.954723313,824,Walnut Creek Softball Complex - Sunnybrook Rd Entrance,Walnut Creek Softball Complex,Sunnybrook Rd Entrance,Walnut Creek Softball Complex,,City of Raleigh,"1201 Sunnybrook Rd, Raleigh, NC","1201 Sunnybrook Rd, Raleigh, NC",https://raleighnc.gov/places/walnut-creek-athletic-complex,919-250-2725,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.76100471,-78.57890733,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2111547.00009046,731090.562617138,825,Walnut Creek Wetland Center - Greenway Entrance,Walnut Creek Wetland Center,Greenway Entrance,Walnut Creek Park,,City of Raleigh,"950 Peterson St, Raleigh, NC","950 Peterson St, Raleigh, NC",https://raleighnc.gov/places/walnut-creek-wetland-park,919-831-1960,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,35.76060758,-78.62501275,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2109406.82425272,731293.027763397,826,Walnut Creek Wetland Center - Greenway Entrance,Walnut Creek Wetland Center,Greenway Entrance,Walnut Creek Park,,City of Raleigh,"950 Peterson St, Raleigh, NC","950 Peterson St, Raleigh, NC",https://raleighnc.gov/places/walnut-creek-wetland-park,919-831-1960,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,35.76060758,-78.62501275,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2111579.63191497,730966.395542651,827,Walnut Creek Wetland Center - Pedestrian Entrance,Walnut Creek Wetland Center,Pedestrian Entrance,Walnut Creek Park,,City of Raleigh,"950 Peterson St, Raleigh, NC","950 Peterson St, Raleigh, NC",https://raleighnc.gov/places/walnut-creek-wetland-park,919-831-1960,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,35.76060758,-78.62501275,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2110301.9999558,731862.562385485,828,Walnut Creek Wetland Center - Pedestrian Entrance,Walnut Creek Wetland Center,Pedestrian Entrance,Walnut Creek Park,,City of Raleigh,"950 Peterson St, Raleigh, NC","950 Peterson St, Raleigh, NC",https://raleighnc.gov/places/walnut-creek-wetland-park,919-831-1960,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,35.76060758,-78.62501275,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2111398.9997303,732069.499963731,829,Walnut Creek Wetland Center - Pedestrian Entrance,Walnut Creek Wetland Center,Pedestrian Entrance,Walnut Creek Park,,City of Raleigh,"950 Peterson St, Raleigh, NC","950 Peterson St, Raleigh, NC",https://raleighnc.gov/places/walnut-creek-wetland-park,919-831-1960,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,35.76060758,-78.62501275,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2111058.60572605,732005.349501476,830,Walnut Creek Wetland Center - Peterson St Entrance,Walnut Creek Wetland Center,Peterson St Entrance,Walnut Creek Park,,City of Raleigh,"950 Peterson St, Raleigh, NC","950 Peterson St, Raleigh, NC",https://raleighnc.gov/places/walnut-creek-wetland-park,919-831-1960,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,35.76060758,-78.62501275,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2073461.98046014,733405.493026644,831,Walnut Street Park - Greenway Entrance,Walnut Street Park,Greenway Entrance,,,Town of Cary,"1420 Walnut Street, Cary, NC","1420 Walnut Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Walnut_Street_Park.htm,,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.764216,-78.753836,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2073135.47553572,732804.719621897,832,Walnut Street Park - Lawrence Rd Entrance,Walnut Street Park,Lawrence Rd Entrance,,,Town of Cary,"1420 Walnut Street, Cary, NC","1420 Walnut Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Walnut_Street_Park.htm,,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.764216,-78.753836,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2072923.32176055,732596.853895888,833,Walnut Street Park - Lawrence Rd Entrance,Walnut Street Park,Lawrence Rd Entrance,,,Town of Cary,"1420 Walnut Street, Cary, NC","1420 Walnut Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Walnut_Street_Park.htm,,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.764216,-78.753836,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2072803.43420506,733661.300913975,834,Walnut Street Park - Pedestrian Entrance,Walnut Street Park,Pedestrian Entrance,,,Town of Cary,"1420 Walnut Street, Cary, NC","1420 Walnut Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Walnut_Street_Park.htm,,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.764216,-78.753836,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2106715.52353297,734221.175778478,835,Walnut Terrace Park - Levister Ct Entrance,Walnut Terrace Park,Levister Ct Entrance,,,City of Raleigh,"1256 McCauley St, Raleigh, NC","1256 McCauley St, Raleigh, NC",https://raleighnc.gov/places/walnut-terrace-center,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2106479.6453958,734334.633556813,836,Walnut Terrace Park - Pedestrian Entrance,Walnut Terrace Park,Pedestrian Entrance,,,City of Raleigh,"1256 McCauley St, Raleigh, NC","1256 McCauley St, Raleigh, NC",https://raleighnc.gov/places/walnut-terrace-center,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2106502.41798805,733985.43510823,837,Walnut Terrace Park - Pedestrian Entrance,Walnut Terrace Park,Pedestrian Entrance,,,City of Raleigh,"1256 McCauley St, Raleigh, NC","1256 McCauley St, Raleigh, NC",https://raleighnc.gov/places/walnut-terrace-center,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2184311.83454739,740016.695027307,838,Wendell Park - W Third St Entrance,Wendell Park,W Third St Entrance,,,Town of Wendell,"601 W. Third Street, Wendell, NC","601 W. Third Street, Wendell, NC",http://www.townofwendell.com/departments/parks-and-recreation,(919) 366-2266,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2042728.21384381,719393.209043398,839,West Street Park - First St Entrance,West Street Park,First St Entrance,,,Town of Apex,"108 West St., Apex, NC","108 West St., Apex, NC",https://www.apexnc.org/796/Neighborhood-Parks,919-249-3402,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,35.725949,-78.856099,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2042690.87500772,719068.750046641,840,West Street Park - Pedestrian Entrance,West Street Park,Pedestrian Entrance,,,Town of Apex,"108 West St., Apex, NC","108 West St., Apex, NC",https://www.apexnc.org/796/Neighborhood-Parks,919-249-3402,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,35.725949,-78.856099,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2111320.69542497,701545.66993539,841,White Deer Park - Buffaloe Rd Entrance,White Deer Park,Buffaloe Rd Entrance,,,Town of Garner,"2400 Aversboro Road, Garner NC, 27529","2400 Aversboro Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=25,919-661-6982,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,35.680124,-78.622183,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2110808.12164697,701186.002675727,842,White Deer Park - Pedestrian Entrance,White Deer Park,Pedestrian Entrance,,,Town of Garner,"2400 Aversboro Road, Garner NC, 27529","2400 Aversboro Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=25,919-661-6982,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,35.680124,-78.622183,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2111360.97782472,702988.64408356,843,White Deer Park - Pedestrian Entrance,White Deer Park,Pedestrian Entrance,,,Town of Garner,"2400 Aversboro Road, Garner NC, 27529","2400 Aversboro Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=25,919-661-6982,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,35.680124,-78.622183,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2111359.19698839,703316.994148642,844,White Deer Park - Pedestrian Entrance,White Deer Park,Pedestrian Entrance,,,Town of Garner,"2400 Aversboro Road, Garner NC, 27529","2400 Aversboro Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=25,919-661-6982,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,35.680124,-78.622183,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
